"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0005900","......................... Petroleum Crude","162.232054","Billion PKR","Normal","","68","Outstanding Advances Of All Banks Against Petroleum Crude - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0006000","............................... Indigenous","121.38034","Billion PKR","Normal","","69","Outstanding Advances Of All Banks Against Indigenous Crude Petroleum - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0006100","............................... Imported","40.851714","Billion PKR","Normal","","70","Outstanding Advances Of All Banks Against Imported Crude Petroleum - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0006200","......................... Iron and Steel","126.000854","Billion PKR","Normal","","71","Outstanding Advances Of All Banks Against Iron And Steel - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0006300","............................... Indigenous","82.500092","Billion PKR","Normal","","72","Outstanding Advances Of All Banks Against Indigenous Iron And Steel - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0006400","............................... Imported","43.500762","Billion PKR","Normal","","73","Outstanding Advances Of All Banks Against Imported Iron And Steel - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0006500","......................... Wool and Goat Hair",".01482","Billion PKR","Normal","","74","Outstanding Advances Of All Banks Against Wool And Goat Hair - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0006600","......................... Hides and Skins","5.633906","Billion PKR","Normal","","75","Outstanding Advances Of All Banks Against Hides And Skins - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0006700","......................... Oil Seeds","11.721197","Billion PKR","Normal","","76","Outstanding Advances Of All Banks Against Oil Seeds - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0006800","......................... Pesticides and Insecticides","6.182771","Billion PKR","Normal","","77","Outstanding Advances Of All Banks Against Pesticides And Insecticides - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0006900","............................... Indigenous","5.172137","Billion PKR","Normal","","78","Outstanding Advances Of All Banks Against Indigenous Pesticides And Insecticides - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0007000","............................... Imported","1.010634","Billion PKR","Normal","","79","Outstanding Advances Of All Banks Against Imported Pesticides And Insecticides - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0007100","......................... Other Raw Materials","146.415966","Billion PKR","Normal","","80","Outstanding Advances Of All Banks Against Other Raw Materials - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0007200","............................... Indigenous","132.867983","Billion PKR","Normal","","81","Outstanding Advances Of All Banks Against Other Indigenous Raw Materials - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0007300","............................... Imported","13.547983","Billion PKR","Normal","","82","Outstanding Advances Of All Banks Against Other Imported Raw Materials - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0007400","................... Finished / Manufactured Goods","1326.570513","Billion PKR","Normal","","83","Outstanding Advances Of All Banks Against Finished / Manufactured Goods - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0007500","......................... Cotton Textiles","293.097894","Billion PKR","Normal","","84","Outstanding Advances Of All Banks Against Cotton Textiles - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0007600","............................... Indigenous","281.889673","Billion PKR","Normal","","85","Outstanding Advances Of All Banks Against Indigenous Cotton Textiles - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0007700","............................... Imported","11.208221","Billion PKR","Normal","","86","Outstanding Advances Of All Banks Against Imported Cotton Textiles - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0007800","......................... Cotton Yarn","92.922393","Billion PKR","Normal","","87","Outstanding Advances Of All Banks Against Cotton Yarn - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0007900","............................... Indigenous","91.213765","Billion PKR","Normal","","88","Outstanding Advances Of All Banks Against Indigenous Cotton Yarn - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008000","............................... Imported","1.708628","Billion PKR","Normal","","89","Outstanding Advances Of All Banks Against Imported Cotton Yarn - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008100","......................... Other Textiles","227.445282","Billion PKR","Normal","","90","Outstanding Advances Of All Banks Against Other Textiles - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008200","............................... Indigenous","225.333395","Billion PKR","Normal","","91","Outstanding Advances Of All Banks Against Other Indigenous Textiles - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008300","............................... Imported","2.111887","Billion PKR","Normal","","92","Outstanding Advances Of All Banks Against Other Imported Textiles - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008400","......................... Machinery","69.875738","Billion PKR","Normal","","93","Outstanding Advances Of All Banks Against Machinery - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008500","............................... Locally Manufactured","34.348104","Billion PKR","Normal","","94","Outstanding Advances Of All Banks Against Locally Manufactured Machinery - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008600","............................... Imported","35.527634","Billion PKR","Normal","","95","Outstanding Advances Of All Banks Against Imported Machinery - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008700","......................... Handloom Products",".037646","Billion PKR","Normal","","96","Outstanding Advances Of All Banks Against Handloom Products - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008800","......................... Carpets and Rugs",".957773","Billion PKR","Normal","","97","Outstanding Advances Of All Banks Against Carpets And Rugs - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0008900","......................... Readymade Garments","100.204397","Billion PKR","Normal","","98","Outstanding Advances Of All Banks Against Readymade Garments - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009000","......................... Cement and Cement Products","141.796901","Billion PKR","Normal","","99","Outstanding Advances Of All Banks Against Cement And Cement Products - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009100","............................... Indigenous","138.486482","Billion PKR","Normal","","100","Outstanding Advances Of All Banks Against Indigenous Cement And Cement Products - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009200","............................... Imported","3.310419","Billion PKR","Normal","","101","Outstanding Advances Of All Banks Against Imported Cement And Cement Products - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009300","......................... Sports Goods","2.728657","Billion PKR","Normal","","102","Outstanding Advances Of All Banks Against Sports Goods - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009400","......................... Surgical Instruments","8.824577","Billion PKR","Normal","","103","Outstanding Advances Of All Banks Against Surgical Instruments - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009500","......................... Chemicals and Dyes","64.214992","Billion PKR","Normal","","104","Outstanding Advances Of All Banks Against Chemicals And Dyes - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009600","......................... Other Finished Goods","324.464263","Billion PKR","Normal","","105","Outstanding Advances Of All Banks Against Other Finished Goods - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009700","............................... Indigenous","307.158116","Billion PKR","Normal","","106","Outstanding Advances Of All Banks Against Other Indigenous Finished Goods - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009800","............................... Imported","17.306147","Billion PKR","Normal","","107","Outstanding Advances Of All Banks Against Other Imported Finished Goods - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0009900","............. FIXED ASSETS","1355.482609","Billion PKR","Normal","","108","Outstanding Advances Of All Banks Against Fixed Assets - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010000","................... Transport equipment","439.895121","Billion PKR","Normal","","109","Outstanding Advances Of All Banks Against Transport Equipment - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010100","................... Furniture & Fixtures","15.866284","Billion PKR","Normal","","110","Outstanding Advances Of All Banks Against Furniture & Fixtures - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010200","................... Office equipment","45.872932","Billion PKR","Normal","","111","Outstanding Advances Of All Banks Against Office Equipment - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010300","................... Other machinery & equipment","853.848272","Billion PKR","Normal","","112","Outstanding Advances Of All Banks Against Other Machinery & Equipment - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010400","............. REAL ESTATE","1268.750111","Billion PKR","Normal","","113","Outstanding Advances Of All Banks Against Real Estate - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010500","................... Land","557.687489","Billion PKR","Normal","","114","Outstanding Advances Of All Banks Against Land - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010600","................... Buildings","711.062622","Billion PKR","Normal","","115","Outstanding Advances Of All Banks Against Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010700","......................... Residential","237.219583","Billion PKR","Normal","","116","Outstanding Advances Of All Banks Against Residential Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010800","......................... Non-Residential","473.843039","Billion PKR","Normal","","117","Outstanding Advances Of All Banks Against Non-Residential Buildings - To Private Sector (Business)"
"Advances Classified By Securities/ Borrowers","31-Mar-2023","TS_GP_BAM_ADVBYBOR_M.ABS0010900","............................... Commercial","224.97997","Billion PKR","Normal","","118","Outstanding Advances Of All Banks Against Commercial Non-Residential Buildings - To Private Sector (Business)"
